GSTIN,Transaction_Amount,Tax_Amount,ITC_Claimed,Transaction_Frequency,Filing_Delay,Invoice_Mismatch,Return_Filing_Status,Business_Type,Previous_Fraud_History,Fraud_Label
1371,441967,79554.06,74634.51,18,4,No,Delayed,Retailer,No,0
1372,174726,31450.68,22892.1,11,1,No,Delayed,Manufacturer,No,0
1373,99312,17876.16,14977.09,5,3,No,Delayed,Retailer,No,0
1374,370215,66638.7,56193.67,23,1,No,Delayed,Wholesaler,No,0
1375,377084,67875.12,50079.79,7,1,No,Delayed,Manufacturer,No,0
1376,170399,30671.82,21516.69,26,3,No,Delayed,Retailer,No,0
1377,342553,61659.54,106246.72,69,5,Yes,Delayed,Retailer,Yes,1
1378,454718,81849.24,58668.24,20,4,No,Delayed,Wholesaler,No,0
1379,171050,30789.0,54211.3,63,14,Yes,Delayed,Manufacturer,Yes,1
1380,31067,5592.06,3958.04,14,0,No,On_Time,Retailer,No,0
1381,489809,88165.62,72242.16,8,2,No,Delayed,Service,No,0
1382,17452,3141.36,2907.88,9,3,No,Delayed,Wholesaler,No,0
1383,259737,46752.66,39883.52,9,1,No,Delayed,Retailer,No,0
1384,424027,76324.86,94308.43,35,8,No,Delayed,Wholesaler,Yes,1
1385,348767,62778.06,61424.33,28,0,No,On_Time,Manufacturer,No,0
1386,17697,3185.46,5170.24,52,9,Yes,Delayed,Service,Yes,1
1387,464374,83587.32,58891.29,10,3,No,Delayed,Wholesaler,No,0
1388,225356,40564.08,32287.57,19,3,No,Delayed,Wholesaler,No,0
1389,43377,7807.86,10825.1,56,8,Yes,Delayed,Service,Yes,1
1390,244318,43977.24,83648.23,60,7,Yes,Delayed,Wholesaler,Yes,1
1391,257997,46439.46,73665.5,69,8,Yes,Delayed,Wholesaler,Yes,1
1392,19726,3550.68,3031.16,26,1,No,Delayed,Wholesaler,No,0
1393,40791,7342.38,5334.9,24,3,No,Delayed,Retailer,No,0
1394,481605,86688.9,130006.75,58,10,Yes,Delayed,Manufacturer,No,1
1395,306898,55241.64,51236.22,25,0,No,On_Time,Wholesaler,No,0
1396,79639,14335.02,19835.59,62,7,Yes,Delayed,Wholesaler,Yes,1
1397,279515,50312.7,81274.06,49,13,Yes,Delayed,Service,Yes,1
1398,115573,20803.14,15101.0,15,4,No,Delayed,Manufacturer,No,0
1399,184131,33143.58,51135.54,51,7,Yes,Delayed,Service,Yes,1
1400,62975,11335.5,15348.68,52,13,Yes,Delayed,Wholesaler,Yes,1
1401,49346,8882.28,7673.98,27,2,No,Delayed,Manufacturer,No,0
1402,94577,17023.86,26358.33,35,8,Yes,Delayed,Wholesaler,Yes,1
1403,452210,81397.8,75437.76,24,2,No,Delayed,Retailer,Yes,0
1404,345513,62192.34,111535.9,41,7,No,Delayed,Service,Yes,1
1405,162271,29208.78,20911.35,29,4,No,Delayed,Service,No,0
1406,301075,54193.5,78924.35,36,14,Yes,Delayed,Wholesaler,No,1
1407,430268,77448.24,56825.73,15,0,No,On_Time,Manufacturer,No,0
1408,279152,50247.36,42291.24,18,2,No,Delayed,Manufacturer,Yes,0
1409,28157,5068.26,7193.16,58,12,No,Delayed,Service,Yes,1
1410,105790,19042.2,16616.22,26,3,No,Delayed,Manufacturer,No,0
1411,328953,59211.54,53559.08,21,1,No,Delayed,Retailer,No,0
1412,10390,1870.2,2941.32,67,8,Yes,Delayed,Retailer,Yes,1
1413,281265,50627.7,57425.87,33,10,Yes,Delayed,Service,Yes,1
1414,383192,68974.56,50186.33,12,4,No,Delayed,Wholesaler,No,0
1415,253322,45597.96,40579.89,18,0,No,On_Time,Service,No,0
1416,21618,3891.24,2888.88,8,4,No,Delayed,Service,No,0
1417,296639,53395.02,46146.9,8,2,No,Delayed,Wholesaler,No,0
1418,105761,19036.98,14962.16,11,4,No,Delayed,Service,No,0
1419,15209,2737.62,2052.13,10,3,No,Delayed,Manufacturer,No,0
1420,218785,39381.3,63899.34,66,13,Yes,Delayed,Retailer,Yes,1
1421,411013,73982.34,122524.99,68,13,Yes,Delayed,Service,Yes,1
1422,273328,49199.04,79220.47,44,6,Yes,Delayed,Retailer,Yes,1
1423,100385,18069.3,15681.43,15,1,No,Delayed,Wholesaler,No,0
1424,204923,36886.14,26319.79,15,3,No,Delayed,Retailer,No,0
1425,442732,79691.76,57304.0,6,3,No,Delayed,Wholesaler,No,0
1426,234440,42199.2,29711.56,20,3,No,Delayed,Manufacturer,No,0
1427,329752,59355.36,41898.11,26,4,No,Delayed,Retailer,No,0
1428,349386,62889.48,82013.88,68,14,Yes,Delayed,Service,Yes,1
1429,81042,14587.56,10964.72,19,2,No,Delayed,Manufacturer,No,0
1430,107628,19373.04,16182.73,12,1,No,Delayed,Retailer,No,0
1431,235730,42431.4,30547.37,27,4,Yes,Delayed,Retailer,No,0
1432,328796,59183.28,71149.34,36,11,Yes,Delayed,Wholesaler,Yes,1
1433,286452,51561.36,42606.91,14,2,No,Delayed,Service,No,0
1434,177896,32021.28,30815.35,29,0,No,On_Time,Retailer,No,0
1435,264371,47586.78,38082.71,15,4,No,Delayed,Wholesaler,No,0
1436,337210,60697.8,51916.34,22,2,No,Delayed,Retailer,No,0
1437,404295,72773.1,59311.6,19,0,No,On_Time,Manufacturer,No,0
1438,17235,3102.3,3906.96,63,7,No,Delayed,Retailer,Yes,1
1439,251071,45192.78,33087.04,17,4,No,Delayed,Service,No,0
1440,133246,23984.28,18184.39,14,4,No,Delayed,Wholesaler,No,0
1441,180956,32572.08,25359.59,29,2,No,Delayed,Manufacturer,No,0
1442,180733,32531.94,63940.04,53,13,Yes,Delayed,Wholesaler,Yes,1
1443,464294,83572.92,58891.26,23,1,No,Delayed,Wholesaler,No,0
1444,494026,88924.68,71512.66,24,4,No,Delayed,Service,No,0
1445,417137,75084.66,126671.4,69,10,Yes,Delayed,Manufacturer,Yes,1
1446,418213,75278.34,91967.22,64,12,Yes,Delayed,Wholesaler,No,1
1447,406057,73090.26,140065.63,54,13,Yes,Delayed,Retailer,Yes,1
1448,201830,36329.4,55780.97,52,6,Yes,Delayed,Service,Yes,1
1449,369014,66422.52,56789.4,17,3,No,Delayed,Retailer,No,0
1450,112834,20310.12,16234.95,22,3,No,Delayed,Service,No,0
1451,44924,8086.32,11896.29,50,14,Yes,Delayed,Retailer,Yes,1
1452,24678,4442.04,3504.08,26,4,No,Delayed,Retailer,No,0
1453,433448,78020.64,61584.24,13,2,No,Delayed,Wholesaler,No,0
1454,379738,68352.84,111165.3,69,7,Yes,Delayed,Retailer,Yes,1
1455,212258,38206.44,33437.93,21,3,No,Delayed,Service,No,0
1456,32499,5849.82,4546.19,21,3,No,Delayed,Wholesaler,No,0
1457,101873,18337.14,16055.1,27,2,No,Delayed,Service,No,0
1458,445840,80251.2,63533.1,5,1,No,Delayed,Retailer,No,0
1459,91441,16459.38,13530.9,17,4,No,Delayed,Wholesaler,No,0
1460,355578,64004.04,46376.09,14,1,No,Delayed,Service,No,0
1461,364903,65682.54,53339.98,13,3,No,Delayed,Service,No,0
1462,343977,61915.86,59511.72,20,2,No,Delayed,Retailer,No,0
1463,76323,13738.14,12723.73,19,1,No,Delayed,Retailer,No,0
1464,287833,51809.94,39290.17,13,2,No,Delayed,Retailer,No,0
1465,252653,45477.54,60511.16,64,9,Yes,Delayed,Retailer,No,1
1466,22940,4129.2,3670.74,14,3,No,Delayed,Service,No,0
1467,265733,47831.94,38982.61,27,4,No,Delayed,Wholesaler,No,0
1468,258004,46440.72,83095.12,54,6,Yes,Delayed,Manufacturer,Yes,1
1469,344977,62095.86,60249.05,11,3,No,Delayed,Retailer,No,0
1470,54130,9743.4,14466.22,49,9,Yes,Delayed,Wholesaler,Yes,1
1471,404109,72739.62,54963.28,20,0,No,On_Time,Manufacturer,No,0
1472,255282,45950.76,85537.88,48,10,Yes,Delayed,Manufacturer,Yes,1
1473,239336,43080.48,41051.8,26,2,No,Delayed,Retailer,No,0
1474,229730,41351.4,78068.95,42,11,Yes,Delayed,Service,Yes,1
1475,334101,60138.18,53720.86,27,4,No,Delayed,Retailer,No,0
1476,418727,75370.86,98596.54,63,7,Yes,Delayed,Wholesaler,Yes,1
1477,125375,22567.5,17875.05,28,2,No,Delayed,Manufacturer,No,0
1478,62949,11330.82,10655.3,13,4,No,Delayed,Service,No,0
1479,476933,85847.94,113927.36,32,10,Yes,Delayed,Service,No,1
1480,60906,10963.08,8342.46,11,3,No,Delayed,Retailer,No,0
1481,360068,64812.24,56911.19,8,4,No,Delayed,Wholesaler,No,0
1482,414911,74683.98,69608.35,7,3,No,Delayed,Manufacturer,No,0
1483,306303,55134.54,49354.61,21,3,No,Delayed,Wholesaler,No,0
1484,124165,22349.7,21191.68,19,2,No,Delayed,Wholesaler,No,0
1485,63634,11454.12,10037.2,17,0,No,On_Time,Service,No,0
1486,413359,74404.62,148506.17,42,5,Yes,Delayed,Retailer,Yes,1
1487,428680,77162.4,57721.1,22,4,No,Delayed,Wholesaler,No,0
1488,293173,52771.14,37872.6,26,1,No,Delayed,Retailer,No,0
1489,152429,27437.22,40432.34,50,9,Yes,Delayed,Service,No,1
1490,291209,52417.62,89434.52,46,14,Yes,Delayed,Wholesaler,No,1
1491,240881,43358.58,39412.15,21,0,No,On_Time,Manufacturer,No,0
1492,320066,57611.88,41211.23,12,0,No,On_Time,Service,No,0
1493,493178,88772.04,84883.86,26,1,No,Delayed,Retailer,No,0
1494,413040,74347.2,67115.31,5,0,No,On_Time,Wholesaler,No,0
1495,340833,61349.94,44199.01,5,3,No,Delayed,Retailer,No,0
1496,300373,54067.14,39482.43,6,1,No,Delayed,Service,No,0
1497,480455,86481.9,79967.43,17,0,No,On_Time,Retailer,No,0
1498,56032,10085.76,9492.77,27,2,No,Delayed,Wholesaler,No,0
1499,314962,56693.16,103593.2,47,14,Yes,Delayed,Service,Yes,1
1500,288720,51969.6,98630.62,58,9,Yes,Delayed,Wholesaler,No,1
1501,175707,31627.26,30587.73,28,2,No,Delayed,Manufacturer,No,0
1502,480949,86570.82,84642.8,26,0,No,On_Time,Manufacturer,No,0
1503,493410,88813.8,72816.96,29,3,No,Delayed,Manufacturer,No,0
1504,350426,63076.68,120777.28,58,7,Yes,Delayed,Wholesaler,Yes,1
1505,394157,70948.26,50860.22,27,1,No,Delayed,Manufacturer,No,0
1506,338910,61003.8,56079.89,26,2,No,Delayed,Retailer,No,0
1507,36081,6494.58,12459.76,30,8,Yes,Delayed,Service,Yes,1
1508,26562,4781.16,7309.79,50,9,Yes,Delayed,Retailer,Yes,1
1509,204215,36758.7,47457.58,57,5,Yes,Delayed,Wholesaler,Yes,1
1510,202376,36427.68,33689.58,11,3,No,Delayed,Retailer,No,0
1511,442941,79729.38,77074.77,18,2,No,Delayed,Wholesaler,No,0
1512,221428,39857.04,37160.71,26,0,No,On_Time,Retailer,No,0
1513,45897,8261.46,9737.8,47,10,Yes,Delayed,Retailer,Yes,1
1514,262364,47225.52,92566.01,56,14,Yes,Delayed,Wholesaler,Yes,1
1515,35279,6350.22,4651.09,9,4,No,Delayed,Manufacturer,No,0
1516,252262,45407.16,39670.76,20,4,No,Delayed,Service,No,0
1517,372908,67123.44,49730.81,13,0,No,On_Time,Manufacturer,No,0
1518,131118,23601.24,43129.88,36,13,Yes,Delayed,Service,Yes,1
1519,176405,31752.9,45100.61,36,14,Yes,Delayed,Service,No,1
1520,82635,14874.3,10962.88,14,2,No,Delayed,Wholesaler,No,0
1521,419291,75472.38,65530.01,13,2,No,Delayed,Service,No,0
1522,162049,29168.82,24277.34,8,1,No,Delayed,Manufacturer,No,0
1523,65739,11833.02,13286.28,55,5,Yes,Delayed,Manufacturer,Yes,1
1524,358586,64545.48,76058.08,53,12,Yes,Delayed,Service,Yes,1
1525,266228,47921.04,89326.33,61,13,Yes,Delayed,Service,No,1
1526,156768,28218.24,20633.64,22,1,No,Delayed,Service,No,0
1527,92844,16711.92,14290.67,17,0,No,On_Time,Manufacturer,No,0
1528,43324,7798.32,6174.67,13,0,No,On_Time,Retailer,No,0
1529,64675,11641.5,10049.83,19,2,No,Delayed,Manufacturer,No,0
1530,312862,56315.16,72923.7,48,14,No,Delayed,Manufacturer,Yes,1
1531,148925,26806.5,52685.38,47,9,Yes,Delayed,Wholesaler,No,1
1532,473120,85161.6,116612.53,41,5,Yes,Delayed,Manufacturer,Yes,1
1533,366918,66045.24,122160.16,37,8,Yes,Delayed,Retailer,Yes,1
1534,225341,40561.38,34578.04,28,4,No,Delayed,Wholesaler,No,0
1535,99353,17883.54,20677.95,45,14,Yes,Delayed,Retailer,Yes,1
1536,442015,79562.7,121911.13,36,13,Yes,Delayed,Wholesaler,Yes,1
1537,186326,33538.68,51522.81,49,7,No,Delayed,Wholesaler,Yes,1
1538,452765,81497.7,75431.71,21,3,Yes,Delayed,Manufacturer,No,0
1539,429543,77317.74,68858.27,16,1,No,Delayed,Wholesaler,No,0
1540,355665,64019.7,45209.69,27,4,No,Delayed,Service,No,0
1541,49041,8827.38,10926.8,32,11,Yes,Delayed,Service,Yes,1
1542,345949,62270.82,53590.13,6,3,No,Delayed,Service,No,0
1543,316531,56975.58,41787.41,16,3,No,Delayed,Service,No,0
1544,378615,68150.7,56739.68,20,2,No,Delayed,Manufacturer,No,0
1545,163956,29512.08,27077.44,9,2,No,Delayed,Manufacturer,No,0
1546,272678,49082.04,45200.95,13,2,No,Delayed,Retailer,No,0
1547,402007,72361.26,57178.34,15,1,No,Delayed,Retailer,No,0
1548,296198,53315.64,48058.11,16,3,No,Delayed,Wholesaler,No,0
1549,55689,10024.02,7301.36,7,2,No,Delayed,Wholesaler,No,0
1550,133745,24074.1,34709.16,51,13,No,Delayed,Wholesaler,Yes,1
1551,340763,61337.34,56026.71,6,4,No,Delayed,Wholesaler,No,0
1552,180635,32514.3,50098.27,37,14,Yes,Delayed,Manufacturer,Yes,1
1553,170212,30638.16,28354.05,12,3,No,Delayed,Wholesaler,No,0
1554,199167,35850.06,29488.85,25,4,No,Delayed,Wholesaler,No,0
1555,172007,30961.26,44864.44,38,5,Yes,Delayed,Service,No,1
1556,171323,30838.14,24315.23,14,1,No,Delayed,Retailer,No,0
1557,150183,27032.94,21380.1,28,4,No,Delayed,Wholesaler,No,0
1558,249654,44937.72,37540.05,22,3,No,Delayed,Wholesaler,No,0
1559,445497,80189.46,102278.64,61,14,Yes,Delayed,Service,Yes,1
1560,376648,67796.64,48458.89,27,4,No,Delayed,Wholesaler,No,0
1561,163857,29494.26,22813.05,5,4,No,Delayed,Retailer,No,0
1562,33548,6038.64,5192.35,18,4,No,Delayed,Wholesaler,No,0
1563,444352,79983.36,77628.39,8,0,No,On_Time,Manufacturer,No,0
1564,168761,30376.98,26628.94,9,2,No,Delayed,Service,No,0
1565,209488,37707.84,27405.28,6,4,No,Delayed,Service,No,0
1566,59156,10648.08,7944.4,26,4,No,Delayed,Service,No,0
1567,70282,12650.76,9218.14,16,1,No,Delayed,Service,No,0
1568,319732,57551.76,50006.7,6,4,No,Delayed,Retailer,No,0
1569,81695,14705.1,16641.67,38,9,Yes,Delayed,Service,Yes,1
1570,406108,73099.44,56727.66,18,1,No,Delayed,Service,No,0
1571,113463,20423.34,16597.32,7,3,No,Delayed,Manufacturer,No,0
1572,202537,36456.66,71082.76,52,9,Yes,Delayed,Manufacturer,Yes,1
1573,445686,80223.48,60853.3,27,2,No,Delayed,Manufacturer,No,0
1574,473463,85223.34,73148.6,25,1,No,Delayed,Service,No,0
1575,231439,41659.02,79015.29,57,13,Yes,Delayed,Retailer,No,1
1576,407595,73367.1,135480.37,34,6,No,Delayed,Wholesaler,Yes,1
1577,355452,63981.36,56908.4,18,2,No,Delayed,Wholesaler,No,0
1578,300886,54159.48,93735.31,37,9,No,Delayed,Retailer,Yes,1
1579,98741,17773.38,13985.62,23,2,No,Delayed,Retailer,No,0
1580,341665,61499.7,43859.0,8,0,No,On_Time,Manufacturer,No,0
1581,365266,65747.88,57812.55,25,1,No,Delayed,Retailer,No,0
1582,218886,39399.48,53054.94,43,8,Yes,Delayed,Retailer,Yes,1
1583,269278,48470.04,37887.78,20,3,No,Delayed,Wholesaler,No,0
1584,230326,41458.68,36726.09,21,2,No,Delayed,Retailer,No,0
1585,386565,69581.7,51663.58,21,3,No,Delayed,Wholesaler,No,0
1586,290790,52342.2,36747.3,28,2,No,Delayed,Manufacturer,No,0
1587,434315,78176.7,62597.77,29,4,No,Delayed,Retailer,No,0
1588,112877,20317.86,16418.75,8,2,No,Delayed,Service,No,0
1589,461313,83036.34,69298.54,21,3,No,Delayed,Retailer,No,0
1590,492347,88622.46,67097.7,27,4,No,Delayed,Manufacturer,No,0
1591,190388,34269.84,27843.39,21,1,No,Delayed,Service,No,0
1592,222369,40026.42,29987.32,8,3,No,Delayed,Retailer,No,0
1593,287510,51751.8,36364.55,25,3,No,Delayed,Service,No,0
1594,383513,69032.34,57150.81,13,4,No,Delayed,Manufacturer,No,0
1595,339061,61030.98,86462.37,50,12,Yes,Delayed,Wholesaler,No,1
1596,427876,77017.68,70428.29,21,0,No,On_Time,Wholesaler,No,0
1597,307438,55338.84,45158.39,12,2,No,Delayed,Wholesaler,No,0
1598,220765,39737.7,34598.09,15,0,Yes,On_Time,Retailer,No,0
1599,419861,75574.98,72134.98,11,1,No,Delayed,Manufacturer,No,0
1600,106055,19089.9,18339.28,24,3,No,Delayed,Service,No,0
1601,355876,64057.68,55240.29,10,0,No,On_Time,Retailer,No,0
1602,450556,81100.08,58018.23,25,2,No,Delayed,Retailer,No,0
1603,391164,70409.52,59350.21,27,3,No,Delayed,Manufacturer,No,0
1604,261063,46991.34,45611.5,27,2,No,Delayed,Retailer,No,0
1605,354912,63884.16,55902.51,23,2,No,Delayed,Retailer,No,0
1606,237369,42726.42,41182.46,13,0,No,On_Time,Wholesaler,No,0
1607,172403,31032.54,28228.3,9,1,No,Delayed,Wholesaler,No,0
1608,212278,38210.04,31086.95,17,3,Yes,Delayed,Retailer,No,0
1609,188371,33906.78,29461.9,13,3,No,Delayed,Service,No,0
1610,462521,83253.78,81362.24,16,1,No,Delayed,Wholesaler,No,0
1611,490534,88296.12,71313.64,19,3,No,Delayed,Manufacturer,No,0
1612,306956,55252.08,86330.26,56,7,Yes,Delayed,Service,Yes,1
1613,86208,15517.44,14123.47,14,2,No,Delayed,Retailer,No,0
1614,205413,36974.34,30494.4,18,2,No,Delayed,Service,No,0
1615,39777,7159.86,13469.0,60,6,Yes,Delayed,Retailer,Yes,1
1616,155338,27960.84,40683.9,38,12,No,Delayed,Wholesaler,No,1
1617,179357,32284.26,25745.23,8,3,No,Delayed,Retailer,No,0
1618,409594,73726.92,55180.67,27,3,No,Delayed,Wholesaler,No,0
1619,255847,46052.46,56417.58,36,13,Yes,Delayed,Manufacturer,No,1
1620,365113,65720.34,51699.0,16,1,No,Delayed,Service,No,0
1621,286601,51588.18,47470.04,11,0,No,On_Time,Service,No,0
1622,315126,56722.68,50456.2,10,1,No,Delayed,Manufacturer,No,0
1623,149681,26942.58,25208.94,18,1,No,Delayed,Wholesaler,No,0
1624,487397,87731.46,78045.96,23,2,No,Delayed,Manufacturer,No,0
1625,347164,62489.52,53275.08,8,1,No,Delayed,Retailer,No,0
1626,329186,59253.48,48298.72,14,0,No,On_Time,Wholesaler,No,0
1627,79093,14236.74,13858.15,7,2,No,Delayed,Service,No,0
1628,51269,9228.42,7386.66,28,3,No,Delayed,Service,No,0
1629,76381,13748.58,9672.5,10,0,No,On_Time,Wholesaler,No,0
1630,126712,22808.16,22306.93,17,3,No,Delayed,Retailer,No,0
1631,53481,9626.58,7935.88,15,2,No,Delayed,Manufacturer,No,0
1632,335188,60333.84,103993.11,68,13,Yes,Delayed,Service,Yes,1
1633,265095,47717.1,39520.72,29,4,No,Delayed,Retailer,No,0
1634,395546,71198.28,64236.55,25,1,No,Delayed,Wholesaler,No,0
1635,454958,81892.44,62664.13,11,4,No,Delayed,Service,No,0
1636,53539,9637.02,7616.97,22,0,No,On_Time,Service,No,0
1637,123034,22146.12,16516.47,27,2,No,Delayed,Retailer,No,0
1638,286693,51604.74,45203.38,19,3,No,Delayed,Service,No,0
1639,203587,36645.66,28376.79,22,4,No,Delayed,Retailer,No,0
1640,417332,75119.76,61733.73,14,1,No,Delayed,Retailer,Yes,0
1641,114672,20640.96,15045.21,10,2,No,Delayed,Manufacturer,No,0
1642,430520,77493.6,60042.07,9,3,No,Delayed,Retailer,No,0
1643,173004,31140.72,22454.89,17,2,No,Delayed,Service,No,0
1644,174404,31392.72,23148.66,9,3,No,Delayed,Manufacturer,No,0
1645,188735,33972.3,24850.77,13,4,No,Delayed,Wholesaler,No,0
1646,498195,89675.1,136090.97,58,8,Yes,Delayed,Manufacturer,No,1
1647,468138,84264.84,64247.12,11,1,No,Delayed,Manufacturer,No,0
1648,233354,42003.72,37016.02,7,2,No,Delayed,Wholesaler,Yes,0
1649,377658,67978.44,101642.56,32,7,Yes,Delayed,Retailer,Yes,1
1650,371417,66855.06,47830.01,6,1,No,Delayed,Retailer,No,0
1651,111489,20068.02,15798.81,26,4,No,Delayed,Wholesaler,No,0
1652,387218,69699.24,58115.43,18,1,No,Delayed,Retailer,No,0
1653,208910,37603.8,29145.96,12,4,No,Delayed,Wholesaler,No,0
1654,341407,61453.26,53301.55,24,4,No,Delayed,Retailer,No,0
1655,394833,71069.94,63096.9,10,1,No,Delayed,Retailer,No,0
1656,179176,32251.68,30496.99,12,0,No,On_Time,Wholesaler,No,0
1657,477143,85885.74,82030.65,25,3,No,Delayed,Retailer,No,0
1658,482312,86816.16,73583.12,13,1,No,Delayed,Wholesaler,No,0
1659,492668,88680.24,66651.15,26,0,No,On_Time,Service,No,0
1660,80309,14455.62,10940.0,25,0,No,On_Time,Service,No,0
1661,194535,35016.3,33988.1,23,0,No,On_Time,Manufacturer,No,0
1662,232428,41837.04,71445.44,36,14,Yes,Delayed,Manufacturer,Yes,1
1663,127569,22962.42,20421.28,25,2,Yes,Delayed,Wholesaler,No,0
1664,178600,32148.0,23454.61,7,4,No,Delayed,Service,No,0
1665,139529,25115.22,22224.68,6,3,No,Delayed,Wholesaler,No,0
1666,19583,3524.94,2763.49,5,0,No,On_Time,Service,No,0
1667,357613,64370.34,48842.74,7,2,No,Delayed,Retailer,No,0
1668,181929,32747.22,27357.06,28,1,No,Delayed,Retailer,No,0
1669,431863,77735.34,57605.94,21,2,No,Delayed,Service,No,0
1670,308977,55615.86,48176.22,19,1,No,Delayed,Retailer,No,0
1671,73884,13299.12,12973.89,22,1,No,Delayed,Manufacturer,No,0
1672,123606,22249.08,29526.54,32,11,Yes,Delayed,Manufacturer,Yes,1
1673,304478,54806.04,41519.63,11,3,No,Delayed,Service,No,0
1674,277291,49912.38,42218.29,28,2,No,Delayed,Service,No,0
1675,208360,37504.8,31659.29,23,0,No,On_Time,Retailer,No,0
1676,11132,2003.76,2559.73,65,8,Yes,Delayed,Service,Yes,1
1677,270529,48695.22,35785.74,22,1,No,Delayed,Wholesaler,No,0
1678,404798,72863.64,56433.5,26,1,No,Delayed,Manufacturer,No,0
1679,392194,70594.92,130540.73,43,5,Yes,Delayed,Manufacturer,Yes,1
1680,434845,78272.1,155132.16,64,14,Yes,Delayed,Wholesaler,Yes,1
1681,11537,2076.66,2484.36,48,9,Yes,Delayed,Service,Yes,1
1682,392342,70621.56,53740.86,16,2,No,Delayed,Retailer,No,0
1683,340825,61348.5,59099.42,9,4,No,Delayed,Service,No,0
1684,112499,20249.82,19139.96,29,4,No,Delayed,Service,No,0
1685,213141,38365.38,67041.56,58,8,Yes,Delayed,Manufacturer,Yes,1
1686,332790,59902.2,45873.63,18,2,No,Delayed,Service,No,0
1687,241525,43474.5,30638.03,22,1,No,Delayed,Service,No,0
1688,336968,60654.24,46048.74,8,0,Yes,On_Time,Retailer,No,0
1689,17265,3107.7,5642.34,34,13,Yes,Delayed,Service,Yes,1
1690,256301,46134.18,35048.0,7,1,No,Delayed,Manufacturer,No,0
1691,88209,15877.62,15477.3,18,3,No,Delayed,Wholesaler,No,0
1692,176562,31781.16,29551.32,13,1,No,Delayed,Service,No,0
1693,268078,48254.04,41624.67,6,1,No,Delayed,Service,No,0
1694,385595,69407.1,60461.89,28,2,No,Delayed,Wholesaler,No,0
1695,86870,15636.6,11505.21,26,2,Yes,Delayed,Wholesaler,No,0
1696,205991,37078.38,30440.57,15,3,No,Delayed,Wholesaler,No,0
1697,478451,86121.18,74856.98,11,1,No,Delayed,Retailer,No,0
1698,310589,55906.02,49210.8,25,2,No,Delayed,Service,No,0
1699,309899,55781.82,48761.94,6,0,Yes,On_Time,Retailer,No,0
1700,96296,17333.28,15357.55,15,2,No,Delayed,Service,No,0
1701,491306,88435.08,73180.96,22,1,No,Delayed,Wholesaler,No,0
1702,296674,53401.32,50508.78,5,1,No,Delayed,Retailer,No,0
1703,442859,79714.62,57347.19,21,1,No,Delayed,Wholesaler,No,0
1704,348592,62746.56,53431.63,5,2,No,Delayed,Service,No,0
1705,439199,79055.82,70880.11,5,1,No,Delayed,Wholesaler,No,0
1706,44160,7948.8,14960.14,67,14,Yes,Delayed,Wholesaler,Yes,1
1707,416491,74968.38,56514.79,27,4,No,Delayed,Service,No,0
1708,60713,10928.34,17264.04,64,10,Yes,Delayed,Wholesaler,Yes,1
1709,117441,21139.38,20301.88,25,0,No,On_Time,Service,No,0
1710,75614,13610.52,11312.03,29,4,No,Delayed,Retailer,No,0
1711,268789,48382.02,69856.31,35,11,Yes,Delayed,Manufacturer,Yes,1
1712,160737,28932.66,28077.24,24,3,No,Delayed,Manufacturer,No,0
1713,56531,10175.58,9336.2,22,3,No,Delayed,Wholesaler,No,0
1714,173535,31236.3,30506.74,7,3,Yes,Delayed,Retailer,No,0
1715,465586,83805.48,73570.67,19,3,No,Delayed,Retailer,No,0
1716,154575,27823.5,48194.89,31,12,Yes,Delayed,Service,Yes,1
1717,443383,79808.94,98320.42,32,14,Yes,Delayed,Manufacturer,Yes,1
1718,109764,19757.52,32803.26,55,6,Yes,Delayed,Retailer,Yes,1
1719,170576,30703.68,24934.45,14,2,No,Delayed,Retailer,No,0
1720,453931,81707.58,77729.16,12,1,No,Delayed,Service,No,0
1721,277201,49896.18,63908.04,51,11,Yes,Delayed,Service,Yes,1
1722,146260,26326.8,18796.3,21,1,No,Delayed,Manufacturer,No,0
1723,15796,2843.28,2772.77,15,0,No,On_Time,Wholesaler,No,0
1724,328465,59123.7,52411.1,25,1,No,Delayed,Manufacturer,No,0
1725,367395,66131.1,55531.01,10,3,No,Delayed,Retailer,No,0
1726,477993,86038.74,132221.03,32,5,Yes,Delayed,Service,No,1
1727,349851,62973.18,54797.87,29,2,No,Delayed,Manufacturer,No,0
1728,17957,3232.26,4329.96,32,9,No,Delayed,Wholesaler,Yes,1
1729,257541,46357.38,43696.76,28,1,No,Delayed,Service,No,0
1730,75867,13656.06,10694.48,14,0,No,On_Time,Service,No,0
1731,424575,76423.5,72215.2,13,1,No,Delayed,Service,No,0
1732,483594,87046.92,166484.3,44,8,Yes,Delayed,Service,Yes,1
1733,169912,30584.16,27944.2,22,0,No,On_Time,Service,No,0
1734,161611,29089.98,22718.06,7,1,No,Delayed,Retailer,No,0
1735,105310,18955.8,15955.46,29,4,No,Delayed,Wholesaler,No,0
1736,372681,67082.58,106132.7,49,7,Yes,Delayed,Retailer,Yes,1
1737,345510,62191.8,49430.74,5,1,No,Delayed,Wholesaler,No,0
1738,89888,16179.84,31162.3,35,7,Yes,Delayed,Wholesaler,Yes,1
1739,50643,9115.74,8878.12,28,4,No,Delayed,Retailer,No,0
1740,445964,80273.52,66246.38,21,2,No,Delayed,Retailer,No,0
1741,143922,25905.96,21378.76,22,2,No,Delayed,Service,No,0
1742,353173,63571.14,52647.97,24,0,No,On_Time,Retailer,No,0
